"date","broad_cat","disp_desc","n"
2018-08-16,"Checkup","Referred",3
2018-08-16,"Checkup","Service",11
2018-08-16,"Checkup","Unfounded",1
2018-08-16,"Patrol","Referred",2
2018-08-16,"Patrol","Service",20
2018-08-16,"Vehicular violations","Advised",6
2018-08-16,"Vehicular violations","Cancelled by RP",1
2018-08-16,"Vehicular violations","Cited",1
2018-08-16,"Vehicular violations","Service",6
2018-08-16,"Miscellaneous crime/citation","Report Taken",1
2018-08-16,"Miscellaneous crime/citation","Service",10
2018-08-16,"Miscellaneous crime/citation","Unable to Locate",1
2018-08-16,"Disturbance","Advised",2
2018-08-16,"Disturbance","Report Taken",1
2018-08-16,"Disturbance","Service",4
2018-08-16,"Disturbance","Unable to Locate",2
2018-08-16,"Alcohol/drugs","Arrest Made",1
2018-08-16,"Burglary/theft","Cancelled by RP",2
2018-08-16,"Burglary/theft","Incident Number Given",2
2018-08-16,"Burglary/theft","Report Taken",1
2018-08-16,"Person search","Advised",1
2018-08-16,"Person search","Arrest Made",1
2018-08-16,"Person search","Cancelled by RP",1
2018-08-16,"Person search","Service",1
2018-08-16,"Person search","Unable to Locate",1
2018-08-16,"Suspicious activity/threats","Advised",1
2018-08-16,"Suspicious activity/threats","Referred",1
2018-08-16,"Suspicious activity/threats","Report Taken",1
2018-08-16,"Suspicious activity/threats","Service",13
2018-08-16,"Suspicious activity/threats","Unable to Locate",3
2018-08-16,"Suspicious activity/threats","Unfounded",1
2018-08-16,"Violent crime, physical & sexual abuse, death","Arrest Made",1
2018-08-17,"Miscellaneous general","Cancelled by RP",1
2018-08-17,"Miscellaneous general","Referred",2
2018-08-17,"Miscellaneous general","Service",7
2018-08-17,"Miscellaneous general","Unable to Locate",1
2018-08-17,"Public services","Referred",1
2018-08-17,"Public services","Service",8
2018-08-17,"Checkup","Advised",3
2018-08-17,"Checkup","Cancelled by RP",2
2018-08-17,"Checkup","Report Taken",1
2018-08-17,"Checkup","Service",10
2018-08-17,"Checkup","Unable to Locate",1
2018-08-17,"Patrol","Service",11
2018-08-17,"Vehicular violations","Advised",7
2018-08-17,"Vehicular violations","Report Taken",1
2018-08-17,"Vehicular violations","Service",9
2018-08-17,"Vehicular violations","Unable to Locate",2
2018-08-17,"Miscellaneous crime/citation","Advised",1
2018-08-17,"Miscellaneous crime/citation","Arrest Made",2
2018-08-17,"Miscellaneous crime/citation","Cancelled by RP",1
2018-08-17,"Miscellaneous crime/citation","Referred",1
2018-08-17,"Miscellaneous crime/citation","Service",6
2018-08-17,"Disturbance","Advised",1
2018-08-17,"Disturbance","Service",5
2018-08-17,"Accidents/injuries","Report Taken",1
2018-08-17,"Burglary/theft","Report Taken",4
2018-08-17,"Burglary/theft","Service",4
2018-08-17,"Person search","Report Taken",1
2018-08-17,"Person search","Service",1
2018-08-17,"Person search","Unable to Locate",1
2018-08-17,"Suspicious activity/threats","Arrest Made",1
2018-08-17,"Suspicious activity/threats","Cancelled by RP",1
2018-08-17,"Suspicious activity/threats","Report Taken",1
2018-08-17,"Suspicious activity/threats","Service",12
2018-08-17,"Suspicious activity/threats","Unable to Locate",2
2018-08-17,"Violent crime, physical & sexual abuse, death","Incident Number Given",1
2018-08-18,"Miscellaneous general","Report Taken",1
2018-08-18,"Miscellaneous general","Service",4
2018-08-18,"Public services","Report Taken",1
2018-08-18,"Public services","Service",8
2018-08-18,"Bikes","Arrest Made",1
2018-08-18,"Checkup","Cancelled by RP",2
2018-08-18,"Checkup","Referred",1
2018-08-18,"Checkup","Service",17
2018-08-18,"Checkup","Unable to Locate",2
2018-08-18,"Patrol","Service",8
2018-08-18,"Vehicular violations","Advised",8
2018-08-18,"Vehicular violations","Incident Number Given",1
2018-08-18,"Vehicular violations","Referred",1
2018-08-18,"Vehicular violations","Service",4
2018-08-18,"Miscellaneous crime/citation","Advised",1
2018-08-18,"Miscellaneous crime/citation","Arrest Made",1
2018-08-18,"Miscellaneous crime/citation","Service",1
2018-08-18,"Miscellaneous crime/citation","Unable to Locate",1
2018-08-18,"Disturbance","Service",3
2018-08-18,"Disturbance","Unable to Locate",1
2018-08-18,"Alcohol/drugs","Service",1
2018-08-18,"Alcohol/drugs","Unable to Locate",1
2018-08-18,"Burglary/theft","MORF",1
2018-08-18,"Burglary/theft","Report Taken",2
2018-08-18,"Burglary/theft","Service",5
2018-08-18,"Person search","Service",3
2018-08-18,"Suspicious activity/threats","Advised",1
2018-08-18,"Suspicious activity/threats","Service",4
2018-08-18,"Suspicious activity/threats","Unable to Locate",1
2018-08-18,"Suspicious activity/threats","Unfounded",1
2018-08-19,"Miscellaneous general","Service",2
2018-08-19,"Public services","Referred",3
2018-08-19,"Public services","Service",7
2018-08-19,"Bikes","Service",5
2018-08-19,"Checkup","Advised",1
2018-08-19,"Checkup","Cancelled by RP",5
2018-08-19,"Checkup","False Alarm",3
2018-08-19,"Checkup","Report Taken",2
2018-08-19,"Checkup","Service",14
2018-08-19,"Patrol","Service",9
2018-08-19,"Vehicular violations","Advised",3
2018-08-19,"Vehicular violations","Cited",4
2018-08-19,"Vehicular violations","Referred",1
2018-08-19,"Vehicular violations","Service",6
2018-08-19,"Vehicular violations","Unable to Locate",1
2018-08-19,"Miscellaneous crime/citation","Advised",1
2018-08-19,"Miscellaneous crime/citation","Report Taken",2
2018-08-19,"Miscellaneous crime/citation","Service",1
2018-08-19,"Miscellaneous crime/citation","Unable to Locate",1
2018-08-19,"Disturbance","Advised",5
2018-08-19,"Disturbance","Arrest Made",1
2018-08-19,"Disturbance","Cancelled by RP",1
2018-08-19,"Disturbance","Service",4
2018-08-19,"Disturbance","Unable to Locate",3
2018-08-19,"Alcohol/drugs","Service",1
2018-08-19,"Alcohol/drugs","Unable to Locate",1
2018-08-19,"Accidents/injuries","Report Taken",1
2018-08-19,"Accidents/injuries","Service",1
2018-08-19,"Burglary/theft","Service",2
2018-08-19,"Person search","Advised",1
2018-08-19,"Person search","Service",3
2018-08-19,"Person search","Unable to Locate",2
2018-08-19,"Suspicious activity/threats","Advised",2
2018-08-19,"Suspicious activity/threats","Service",5
2018-08-19,"Suspicious activity/threats","Unable to Locate",3
2018-08-19,"Violent crime, physical & sexual abuse, death","Arrest Made",1
2018-08-20,"Miscellaneous general","Advised",1
2018-08-20,"Miscellaneous general","Referred",2
2018-08-20,"Miscellaneous general","Report Taken",4
2018-08-20,"Miscellaneous general","Service",9
2018-08-20,"Public services","Advised",2
2018-08-20,"Public services","Service",7
2018-08-20,"Public services","Transient Contact",2
2018-08-20,"Bikes","Advised",2
2018-08-20,"Bikes","Service",2
2018-08-20,"Checkup","Advised",1
2018-08-20,"Checkup","Cancelled by RP",3
2018-08-20,"Checkup","Referred",1
2018-08-20,"Checkup","Service",20
2018-08-20,"Patrol","Service",15
2018-08-20,"Vehicular violations","Advised",10
2018-08-20,"Vehicular violations","Cancelled by RP",1
2018-08-20,"Vehicular violations","Cited",10
2018-08-20,"Vehicular violations","Referred",5
2018-08-20,"Vehicular violations","Service",9
2018-08-20,"Miscellaneous crime/citation","Advised",2
2018-08-20,"Miscellaneous crime/citation","Report Taken",1
2018-08-20,"Miscellaneous crime/citation","Service",2
2018-08-20,"Miscellaneous crime/citation","Transient Contact",1
2018-08-20,"Miscellaneous crime/citation","Unable to Locate",1
2018-08-20,"Miscellaneous crime/citation",NA,1
2018-08-20,"Disturbance","Advised",3
2018-08-20,"Disturbance","Referred",1
2018-08-20,"Disturbance","Service",3
2018-08-20,"Disturbance","Unable to Locate",2
2018-08-20,"Alcohol/drugs","Unable to Locate",1
2018-08-20,"Accidents/injuries","Service",1
2018-08-20,"Burglary/theft","Arrest Made",2
2018-08-20,"Burglary/theft","Report Taken",2
2018-08-20,"Burglary/theft","Service",1
2018-08-20,"Person search","Referred",1
2018-08-20,"Person search","Service",2
2018-08-20,"Person search","Transient Contact",1
2018-08-20,"Suspicious activity/threats","Advised",3
2018-08-20,"Suspicious activity/threats","Cancelled by RP",1
2018-08-20,"Suspicious activity/threats","Service",7
2018-08-20,"Suspicious activity/threats","Unable to Locate",2
2018-08-20,"Suspicious activity/threats","Unfounded",1
2018-08-20,"Violent crime, physical & sexual abuse, death","Report Taken",2
2018-08-21,"Miscellaneous general","Advised",1
2018-08-21,"Miscellaneous general","Report Taken",7
2018-08-21,"Miscellaneous general","Service",3
2018-08-21,"Public services","Advised",1
2018-08-21,"Public services","Cancelled by RP",1
2018-08-21,"Public services","MORF",1
2018-08-21,"Public services","Referred",1
2018-08-21,"Public services","Service",10
2018-08-21,"Public services","Transient Contact",1
2018-08-21,"Public services","Unable to Locate",1
2018-08-21,"Bikes","Advised",1
2018-08-21,"Bikes","Referred",1
2018-08-21,"Checkup","Advised",3
2018-08-21,"Checkup","Cancelled by RP",8
2018-08-21,"Checkup","False Alarm",1
2018-08-21,"Checkup","Referred",3
2018-08-21,"Checkup","Service",22
2018-08-21,"Checkup","Unable to Locate",1
2018-08-21,"Patrol","Referred",1
2018-08-21,"Patrol","Service",7
2018-08-21,"Vehicular violations","Advised",7
2018-08-21,"Vehicular violations","Cited",5
2018-08-21,"Vehicular violations","Referred",2
2018-08-21,"Vehicular violations","Service",15
2018-08-21,"Miscellaneous crime/citation","Advised",2
2018-08-21,"Miscellaneous crime/citation","Report Taken",1
2018-08-21,"Miscellaneous crime/citation","Service",4
2018-08-21,"Disturbance","Advised",2
2018-08-21,"Disturbance","Cited",1
2018-08-21,"Disturbance","Service",1
2018-08-21,"Disturbance","Unable to Locate",1
2018-08-21,"Accidents/injuries","Incident Number Given",1
2018-08-21,"Burglary/theft","MORF",2
2018-08-21,"Burglary/theft","Report Taken",2
2018-08-21,"Burglary/theft","Service",1
2018-08-21,"Burglary/theft","Unable to Locate",1
2018-08-21,"Person search","Advised",1
2018-08-21,"Person search","Service",2
2018-08-21,"Person search","Transient Contact",1
2018-08-21,"Person search","Unable to Locate",1
2018-08-21,"Suspicious activity/threats","Advised",1
2018-08-21,"Suspicious activity/threats","Cited",2
2018-08-21,"Suspicious activity/threats","Service",11
2018-08-21,"Suspicious activity/threats","Unable to Locate",3
2018-08-21,"Violent crime, physical & sexual abuse, death","Report Taken",3
2018-08-22,"Miscellaneous general","Arrest Made",2
2018-08-22,"Miscellaneous general","Incident Number Given",1
2018-08-22,"Miscellaneous general","Report Taken",1
2018-08-22,"Miscellaneous general","Service",12
2018-08-22,"Miscellaneous general","Unable to Locate",2
2018-08-22,"Public services","Advised",5
2018-08-22,"Public services","Service",4
2018-08-22,"Public services","Transient Contact",2
2018-08-22,"Bikes","Service",1
2018-08-22,"Checkup","Cancelled by RP",2
2018-08-22,"Checkup","False Alarm",1
2018-08-22,"Checkup","Referred",1
2018-08-22,"Checkup","Report Taken",1
2018-08-22,"Checkup","Service",17
2018-08-22,"Patrol","Service",6
2018-08-22,"Vehicular violations","Advised",3
2018-08-22,"Vehicular violations","Cited",1
2018-08-22,"Vehicular violations","Referred",4
2018-08-22,"Vehicular violations","Service",17
2018-08-22,"Vehicular violations","Unable to Locate",1
2018-08-22,"Miscellaneous crime/citation","Civil Problem",1
2018-08-22,"Miscellaneous crime/citation","Report Taken",3
2018-08-22,"Miscellaneous crime/citation","Service",4
2018-08-22,"Disturbance","Advised",1
2018-08-22,"Disturbance","Civil Problem",1
2018-08-22,"Disturbance","Report Taken",1
2018-08-22,"Disturbance","Service",5
2018-08-22,"Disturbance","Unable to Locate",2
2018-08-22,"Accidents/injuries","Advised",1
2018-08-22,"Accidents/injuries","Report Taken",1
2018-08-22,"Accidents/injuries","Service",1
2018-08-22,"Burglary/theft","Report Taken",4
2018-08-22,"Burglary/theft","Service",3
2018-08-22,"Person search","Incident Number Given",1
2018-08-22,"Person search","Service",4
2018-08-22,"Person search","Transient Contact",1
2018-08-22,"Suspicious activity/threats","Advised",3
2018-08-22,"Suspicious activity/threats","Cancelled by RP",1
2018-08-22,"Suspicious activity/threats","Report Taken",1
2018-08-22,"Suspicious activity/threats","Service",7
2018-08-22,"Suspicious activity/threats","Unable to Locate",2
2018-08-22,"Violent crime, physical & sexual abuse, death","Report Taken",1
2018-08-23,"Miscellaneous general","Advised",1
2018-08-23,"Miscellaneous general","Report Taken",5
2018-08-23,"Miscellaneous general","Service",9
2018-08-23,"Miscellaneous general","Unable to Locate",1
2018-08-23,"Public services","Service",10
2018-08-23,"Bikes","Service",1
2018-08-23,"Checkup","Cancelled by RP",2
2018-08-23,"Checkup","Cited",1
2018-08-23,"Checkup","Referred",2
2018-08-23,"Checkup","Service",25
2018-08-23,"Checkup","Transient Contact",1
2018-08-23,"Patrol","Service",28
2018-08-23,"Vehicular violations","Advised",5
2018-08-23,"Vehicular violations","Cited",5
2018-08-23,"Vehicular violations","Referred",2
2018-08-23,"Vehicular violations","Service",13
2018-08-23,"Miscellaneous crime/citation","Advised",1
2018-08-23,"Miscellaneous crime/citation","Incident Number Given",1
2018-08-23,"Miscellaneous crime/citation","Referred",1
2018-08-23,"Miscellaneous crime/citation","Service",3
2018-08-23,"Miscellaneous crime/citation","Unable to Locate",1
2018-08-23,"Disturbance","Service",2
2018-08-23,"Burglary/theft","Service",1
2018-08-23,"Person search","Advised",2
2018-08-23,"Person search","Service",2
2018-08-23,"Suspicious activity/threats","Advised",2
2018-08-23,"Suspicious activity/threats","Service",8
2018-08-23,"Violent crime, physical & sexual abuse, death","Unable to Locate",1
2018-08-24,"Miscellaneous general","Report Taken",2
2018-08-24,"Miscellaneous general","Service",9
2018-08-24,"Miscellaneous general","Unfounded",1
2018-08-24,"Public services","Advised",1
2018-08-24,"Public services","Service",7
2018-08-24,"Bikes","Advised",1
2018-08-24,"Checkup","Cancelled by RP",4
2018-08-24,"Checkup","Referred",2
2018-08-24,"Checkup","Service",17
2018-08-24,"Patrol","Advised",2
2018-08-24,"Patrol","Service",10
2018-08-24,"Patrol","Unable to Locate",1
2018-08-24,"Vehicular violations","Advised",5
2018-08-24,"Vehicular violations","Cited",2
2018-08-24,"Vehicular violations","Service",8
2018-08-24,"Miscellaneous crime/citation","Referred",2
2018-08-24,"Miscellaneous crime/citation","Service",6
2018-08-24,"Disturbance","Advised",1
2018-08-24,"Disturbance","Arrest Made",2
2018-08-24,"Disturbance","Service",3
2018-08-24,"Alcohol/drugs","Service",4
2018-08-24,"Alcohol/drugs","Unable to Locate",1
2018-08-24,"Accidents/injuries","Advised",2
2018-08-24,"Accidents/injuries","Cancelled by RP",1
2018-08-24,"Accidents/injuries","Service",2
2018-08-24,"Burglary/theft","Referred",1
2018-08-24,"Burglary/theft","Report Taken",1
2018-08-24,"Burglary/theft","Service",1
2018-08-24,"Person search","Advised",1
2018-08-24,"Person search","Service",3
2018-08-24,"Person search","Unable to Locate",1
2018-08-24,"Person search","Unfounded",1
2018-08-24,"Suspicious activity/threats","Service",9
2018-08-24,"Suspicious activity/threats","Unable to Locate",4
2018-08-24,"Violent crime, physical & sexual abuse, death","Report Taken",1
2018-08-25,"Miscellaneous general","Service",2
2018-08-25,"Public services","Referred",2
2018-08-25,"Public services","Service",7
2018-08-25,"Public services","Unfounded",1
2018-08-25,"Checkup","Advised",2
2018-08-25,"Checkup","Cancelled by RP",4
2018-08-25,"Checkup","Civil Problem",1
2018-08-25,"Checkup","Report Taken",2
2018-08-25,"Checkup","Service",14
2018-08-25,"Patrol","Service",6
2018-08-25,"Vehicular violations","Advised",5
2018-08-25,"Vehicular violations","Cancelled by RP",2
2018-08-25,"Vehicular violations","Cited",1
2018-08-25,"Vehicular violations","Report Taken",1
2018-08-25,"Vehicular violations","Service",3
2018-08-25,"Vehicular violations","Unable to Locate",1
2018-08-25,"Miscellaneous crime/citation","Report Taken",1
2018-08-25,"Miscellaneous crime/citation","Service",1
2018-08-25,"Disturbance","Advised",1
2018-08-25,"Disturbance","Service",5
2018-08-25,"Disturbance","Unable to Locate",1
2018-08-25,"Alcohol/drugs","Service",1
2018-08-25,"Accidents/injuries","Report Taken",1
2018-08-25,"Accidents/injuries","Service",1
2018-08-25,"Burglary/theft","Cancelled by RP",1
2018-08-25,"Burglary/theft","Report Taken",1
2018-08-25,"Person search","Advised",1
2018-08-25,"Person search","Service",4
2018-08-25,"Person search","Unable to Locate",2
2018-08-25,"Suspicious activity/threats","Advised",1
2018-08-25,"Suspicious activity/threats","Service",6
2018-08-25,"Suspicious activity/threats","Unable to Locate",1
2018-08-26,"Public services","Advised",1
2018-08-26,"Public services","Referred",3
2018-08-26,"Public services","Service",2
2018-08-26,"Checkup","Advised",1
